데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),WAR,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,연봉,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대
2000,2005,4.82,33,1,1,0,3,0.5,37.333333333333336,41,5,20,3,23,23,20,1.63,0,0,0,0,171,677,0.285,4,1,3,1,1,7,0,0,0,1,8,5,0,4,42,39,0.308,20.5,18.1,5.54,4.82,0.381,0.431,0.812,33,0,37.333333333333336,0,0,2,5,0,1.0,0.094,0.00722021661,0.00722021661,0,42.333333333333336,0.0,3000,1981,9,16,25,0,0,1,0,0,0,0,0,0,0,0
2000,2006,20.25,3,0,0,0,0,0.0,5.333333333333333,14,0,5,2,4,12,12,3.56,0,0,0,0,35,167,0.5,3,0,0,0,0,1,0,0,0,0,1,0,0,1,4,6,0.583,55.7,31.3,6.75,8.44,0.6,0.607,1.207,3,0,5.333333333333333,0,0,0,1,0,1.0,-0.292,0.00173010381,0.00895032042,0,47.66666666666667,0.0,2800,1981,9,16,26,0,0,1,0,0,0,0,0,0,0,0
2000,2007,5.57,13,0,0,0,0,0.0,21.0,22,1,17,3,8,14,13,1.86,0,0,0,0,103,407,0.265,5,1,0,0,0,0,0,0,0,0,4,0,0,1,21,32,0.284,31.3,19.4,3.43,7.29,0.408,0.386,0.794,13,0,22.33333333333333,0,0,1,1,0,1.0,-0.084,0.00749625187,0.0164465723,0,68.66666666666667,0.0,3000,1981,9,16,27,0,0,1,0,0,0,0,0,0,0,0
2008,2008,4.45,33,2,0,0,1,1.0,32.333333333333336,27,1,20,1,19,19,16,1.45,0,0,0,0,140,530,0.235,4,1,2,2,0,2,0,1,0,2,12,2,0,5,52,19,0.268,16.1,16.4,5.29,5.57,0.348,0.313,0.661,32,1,32.0,1,0,2,5,0,0.875,0.253,0.0580875782,0.0580875782,0,32.333333333333336,0.0,2600,1989,4,11,20,0,0,0,0,0,1,0,0,0,0,0
2008,2009,2.03,7,0,1,0,1,0.0,13.333333333333334,12,0,9,0,8,3,3,1.58,0,0,0,0,55,208,0.261,0,0,0,0,0,0,0,2,0,0,2,1,0,3,20,6,0.316,29.7,15.6,5.4,6.08,0.382,0.261,0.643,7,2,13.333333333333334,1,0,0,3,0,0.75,0.481,0.015130674,0.0732182522,0,45.66666666666667,0.0,2500,1989,4,11,21,0,0,0,0,0,1,0,0,0,0,0
2013,2013,5.15,40,3,4,0,4,0.429,57.66666666666666,65,8,27,7,33,35,33,1.6,0,0,2,2,266,1036,0.286,6,1,4,1,0,0,1,3,1,2,3,9,0,6,77,53,0.305,25.9,18.0,5.15,4.21,0.378,0.427,0.805,40,3,57.66666666666666,0,1,3,11,1,1.0,0.187,0.0355220667,0.0355220667,0,57.66666666666666,0.0,4200,1990,3,30,24,0,0,0,1,0,0,0,0,0,0,0
2013,2014,5.79,9,1,2,0,0,0.333,28.0,37,0,16,1,14,22,18,1.89,0,0,1,0,134,492,0.322,5,2,1,1,0,3,0,5,1,0,2,0,0,5,35,30,0.363,54.7,17.6,4.5,5.14,0.406,0.4,0.806,9,5,28.0,0,0,0,4,0,1.0,0.381,0.132952381,0.168474448,0,85.66666666666666,0.0,4200,1990,3,30,25,0,0,0,1,0,0,0,0,0,0,0
2013,2015,4.58,61,5,7,4,7,0.417,72.66666666666667,92,11,33,4,58,44,37,1.72,0,0,0,6,343,1324,0.305,18,2,4,0,4,5,0,0,0,5,30,17,0,5,89,63,0.348,21.7,18.2,7.18,4.09,0.381,0.487,0.868,61,0,72.66666666666667,1,0,5,14,1,0.95,0.649,0.162253904,0.330728352,0,158.33333333333331,0.0,9500,1990,3,30,26,0,0,0,0,0,0,1,0,0,0,0
2013,2018,17.47,6,0,0,0,0,0.0,5.666666666666667,14,1,5,2,4,11,11,3.35,0,0,0,0,36,161,0.483,3,0,0,0,0,1,0,0,0,0,3,0,0,0,6,5,0.542,26.8,28.4,6.35,7.94,0.583,0.69,1.273,6,0,5.666666666666667,0,0,0,0,0,0.0,-0.278,0.00222057735,0.0095231759,0,7.666666666666667,0.0,2700,1990,10,8,29,0,0,0,1,0,0,0,0,0,0,0
2013,2019,8.22,5,0,1,0,0,0.0,7.666666666666667,12,1,6,2,5,8,7,2.35,0,0,0,0,42,165,0.364,1,0,1,0,0,0,0,1,0,0,2,0,0,1,13,3,0.407,33.0,21.5,5.87,7.04,0.488,0.485,0.973,5,1,7.666666666666667,0,0,2,2,1,1.0,-0.203,0.0177960301,0.027319206,0,15.333333333333334,0.0,2700,1990,10,8,30,0,0,0,1,0,0,0,0,0,0,0
2006,2018,2.53,5,1,0,0,0,1.0,10.666666666666666,11,1,0,1,9,3,3,1.03,0,0,0,0,41,158,0.275,2,0,0,0,0,0,0,1,1,0,2,0,0,2,8,12,0.333,31.6,14.8,7.59,0.0,0.293,0.4,0.693,5,1,10.666666666666666,1,0,0,2,1,0.667,0.472,0.0103626943,0.0103626943,0,11.666666666666666,0.0,2700,1988,2,2,31,0,0,0,0,0,0,1,0,0,0,0
2006,2019,4.46,37,3,3,0,3,0.5,66.66666666666667,73,5,27,6,43,34,33,1.5,0,0,0,0,293,1099,0.292,8,1,5,5,0,3,0,5,1,2,3,3,0,6,85,54,0.329,29.7,16.5,5.81,3.65,0.368,0.392,0.76,36,5,63.333333333333336,0,3,7,8,0,1.0,0.898,0.0328542094,0.0432169037,0,78.33333333333334,0.0,5400,1988,2,2,32,0,0,0,0,0,0,1,0,0,0,0
2011,2011,0.0,4,0,0,1,0,0.0,5.666666666666667,3,0,3,0,4,0,0,1.06,0,0,0,0,22,64,0.158,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,9,0.2,16.0,11.3,6.35,4.76,0.273,0.158,0.431,4,0,5.666666666666667,0,0,0,0,0,0.0,0.254,0.0249776985,0.0249776985,0,5.666666666666667,0.0,2600,1991,4,2,21,0,0,0,0,1,0,0,0,0,0,0
2011,2012,6.26,14,1,2,0,0,0.333,41.66666666666666,53,1,18,5,26,31,29,1.7,0,0,1,0,196,691,0.319,11,2,4,3,0,2,0,6,1,0,2,0,0,3,45,45,0.366,49.4,16.6,5.62,3.89,0.396,0.428,0.824,14,6,41.66666666666666,0,0,3,4,1,1.0,0.075,0.0533245556,0.0783022541,0,47.33333333333332,0.0,3500,1991,4,2,22,0,0,1,0,0,0,0,0,0,0,0
2011,2013,4.47,46,2,1,0,3,0.667,50.333333333333336,41,3,24,3,39,26,25,1.29,0,0,0,0,207,782,0.237,4,0,3,4,2,5,0,1,0,2,15,1,0,11,62,35,0.281,17.0,15.5,6.97,4.29,0.333,0.312,0.645,46,1,50.333333333333336,1,1,5,6,4,0.917,0.687,0.0209903122,0.0992925663,0,97.66666666666666,0.0,6500,1991,4,2,23,0,0,1,0,0,0,0,0,0,0,0
2011,2014,4.17,25,2,5,0,0,0.286,73.33333333333333,79,6,26,5,54,35,34,1.43,0,0,0,0,317,1210,0.288,14,1,6,6,2,5,1,10,1,1,4,1,0,6,71,76,0.332,48.4,16.5,6.63,3.19,0.354,0.412,0.766,25,10,73.33333333333333,0,3,6,13,0,1.0,1.661,0.0956190476,0.194911614,0,171.0,0.0,12500,1991,4,2,24,0,0,1,0,0,0,0,0,0,0,0
2011,2015,5.04,54,6,9,5,3,0.4,109.0,123,8,50,14,99,65,61,1.59,0,0,0,3,501,1904,0.291,32,2,11,3,4,8,1,11,1,5,18,12,1,13,106,98,0.361,35.3,17.5,8.17,4.13,0.382,0.433,0.815,54,11,109.0,0,0,8,15,0,1.0,1.458,0.300746775,0.495658389,0,280.0,0.0,12500,1991,4,2,25,0,0,1,0,0,0,0,0,0,0,0
2011,2016,3.82,67,3,8,28,0,0.273,70.66666666666667,73,5,36,6,87,31,30,1.54,0,0,0,5,317,1238,0.271,10,2,2,3,4,6,0,0,0,3,54,35,6,7,59,53,0.378,18.5,17.5,11.08,4.58,0.366,0.379,0.745,67,0,70.66666666666667,1,0,2,4,1,0.857,2.055,0.281725888,0.777384277,0,350.6666666666667,0.0,22000,1991,4,2,26,0,0,1,0,0,0,0,0,0,0,0
2011,2017,2.7,17,0,0,0,1,0.0,16.666666666666668,14,1,6,1,17,6,5,1.2,0,0,0,0,70,262,0.23,0,1,2,0,0,0,0,0,0,0,3,4,0,1,14,16,0.302,15.4,15.7,9.18,3.24,0.309,0.311,0.62,17,0,16.666666666666668,0,0,1,1,0,1.0,0.438,0.114353312,0.891737589,0,367.33333333333337,0.0,14000,1991,4,2,27,0,0,1,0,0,0,0,0,0,0,0
2018,2018,13.5,2,0,0,0,0,0.0,2.0,5,0,2,0,2,3,3,3.5,0,0,0,0,13,55,0.455,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0.556,27.5,27.5,9.0,9.0,0.538,0.545,1.083,2,0,2.0,0,0,0,0,0,0.0,-0.049,0.00518134715,0.00518134715,0,2.0,0.0,2700,1999,4,10,20,0,1,0,0,0,0,0,0,0,0,0
2011,2015,5.91,18,0,0,0,0,0.0,21.33333333333333,25,4,6,0,24,14,14,1.45,0,0,0,0,95,373,0.287,7,0,2,0,2,3,0,0,0,0,8,0,0,1,18,20,0.356,20.7,17.5,10.13,2.53,0.333,0.506,0.839,18,0,21.33333333333333,0,0,2,2,0,1.0,0.147,0.0488798371,0.0488798371,0,21.33333333333333,0.0,3000,1992,10,2,24,0,0,0,0,1,0,0,0,0,0,0
2011,2016,4.73,25,0,0,0,3,0.0,26.666666666666668,26,3,13,2,30,16,14,1.46,0,0,0,0,120,460,0.25,4,0,1,0,2,5,0,0,0,0,8,4,0,1,24,24,0.324,18.4,17.3,10.13,4.39,0.345,0.375,0.72,25,0,26.666666666666668,0,0,0,4,0,1.0,0.336,0.0194585448,0.0683383819,0,48.0,0.0,4000,1992,10,2,25,0,0,0,0,1,0,0,0,0,0,0
2011,2017,3.91,42,2,3,3,3,0.4,46.0,43,4,23,0,55,21,20,1.43,0,0,0,6,198,821,0.249,9,0,2,0,0,3,0,0,0,2,17,14,0,1,29,46,0.342,19.5,17.8,10.76,4.5,0.337,0.37,0.707,42,0,46.0,0,0,0,4,0,1.0,1.263,0.106466877,0.174805259,0,94.0,0.0,6000,1992,10,2,26,0,0,0,0,1,0,0,0,0,0,0
2011,2018,6.12,48,3,2,1,12,0.6,50.0,52,14,23,2,58,36,34,1.5,0,0,0,0,225,920,0.267,8,2,4,1,3,4,0,0,0,3,9,12,0,1,33,53,0.306,19.2,18.4,10.44,4.14,0.348,0.544,0.892,48,0,50.0,0,0,1,5,0,1.0,0.111,0.0503330866,0.225138345,0,144.0,0.0,6000,1992,10,2,27,0,0,0,0,1,0,0,0,0,0,0
2011,2019,2.38,72,3,1,4,33,0.75,68.0,53,2,28,2,76,19,18,1.19,0,0,0,1,279,1112,0.216,9,2,2,2,4,1,0,0,0,3,5,37,0,7,51,67,0.302,15.4,16.4,10.06,3.71,0.3,0.294,0.594,72,0,68.0,1,0,2,3,1,0.833,2.632,0.0711841205,0.296322466,0,212.0,0.0,20000,1992,10,2,28,0,0,0,0,1,0,0,0,0,0,0
2018,2018,5.06,9,4,2,0,0,0.667,37.333333333333336,40,4,25,6,25,26,21,1.74,0,0,1,0,178,667,0.274,10,0,0,1,0,5,0,9,4,0,0,0,0,7,47,35,0.305,74.1,17.9,6.03,6.03,0.399,0.425,0.824,9,9,37.333333333333336,1,0,3,3,0,0.857,0.348,0.052553664,0.052553664,0,37.333333333333336,0.0,2700,1999,4,14,20,0,1,0,0,0,0,0,0,0,0,0
2018,2019,4.96,27,6,12,0,0,0.333,150.66666666666666,175,16,65,4,91,88,83,1.59,0,0,10,0,674,2329,0.292,26,4,5,1,0,4,2,26,6,0,0,0,0,16,205,129,0.323,86.3,15.5,5.44,3.88,0.365,0.429,0.794,27,26,150.66666666666666,0,0,13,13,1,1.0,0.458,0.122518823,0.175072487,0,188.0,0.0,7500,1999,4,14,21,0,1,0,0,0,0,0,0,0,0,0
2013,2015,9.0,2,0,0,0,0,0.0,2.0,3,0,2,0,3,2,2,2.5,0,0,0,0,11,45,0.333,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0.5,22.5,22.5,13.5,9.0,0.455,0.333,0.788,2,0,2.0,0,0,0,1,0,1.0,-0.051,0.00475220638,0.0537296014,0,4.0,0.0,2700,1995,2,24,21,0,0,0,1,0,0,0,0,0,0,0
2013,2016,4.48,37,1,3,0,1,0.25,76.33333333333333,68,5,43,2,59,40,38,1.45,0,0,1,1,331,1317,0.24,13,2,1,2,0,13,0,5,0,1,6,3,0,3,75,83,0.285,35.6,17.3,6.96,5.07,0.342,0.353,0.695,37,5,76.33333333333333,1,0,1,6,1,0.8749999999999999,1.844,0.250423012,0.304152613,0,80.33333333333333,0.0,6400,1995,2,24,22,0,0,0,1,0,0,0,0,0,0,0
2013,2017,5.29,31,9,9,0,0,0.5,134.33333333333334,139,18,66,5,120,86,79,1.53,0,0,8,0,600,2488,0.268,28,0,6,4,0,15,0,22,7,2,3,0,0,10,122,142,0.314,80.3,18.5,8.04,4.42,0.354,0.426,0.78,31,22,134.33333333333334,0,0,5,11,0,1.0,0.939,0.357255521,0.661408134,0,214.66666666666669,0.0,6400,1995,2,24,23,0,0,0,1,0,0,0,0,0,0,0
2013,2018,7.43,21,3,2,2,1,0.6,26.666666666666668,31,7,17,0,24,22,22,1.8,0,0,0,1,126,523,0.29,5,0,1,1,1,3,0,0,0,3,5,6,1,1,20,33,0.312,24.9,19.6,8.1,5.74,0.384,0.533,0.917,21,0,26.666666666666668,0,0,2,3,0,1.0,-0.217,0.067357513,0.728765647,0,241.3333333333333,0.0,6400,1995,2,24,24,0,0,0,1,0,0,0,0,0,0,0
2013,2019,4.61,53,5,4,0,9,0.556,54.66666666666666,58,9,23,4,49,31,28,1.48,0,0,0,2,246,1005,0.269,7,1,3,0,0,6,0,0,0,5,6,10,0,2,53,56,0.31,19.0,18.4,8.07,3.79,0.35,0.435,0.785,53,0,54.66666666666666,1,0,3,7,0,0.909,0.023,0.0246406571,0.753406304,0,296.0,0.0,6400,1995,2,24,25,0,0,0,1,0,0,0,0,0,0,0
2000,2006,0.0,1,0,0,0,0,0.0,1.0,1,0,0,1,0,0,0,1.0,0,0,0,0,5,13,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.25,13.0,13.0,0.0,0.0,0.4,0.5,0.9,1,0,1.0,0,0,0,0,0,0.0,0.02,0.166089965,0.166089965,0,1.0,0.0,15000,1981,5,6,26,0,0,0,0,0,1,0,0,0,0,0
2013,2015,3.75,80,1,2,0,14,0.333,48.0,31,2,27,5,54,21,20,1.21,0,0,0,0,200,810,0.193,3,0,4,3,1,3,0,0,0,1,3,23,0,3,45,34,0.269,10.1,16.9,10.13,5.06,0.321,0.248,0.569,80,0,48.0,0,1,0,7,0,1.0,0.99,0.0577053632,0.0577053632,0,48.0,0.0,7700,1990,4,16,26,0,0,0,1,0,0,0,0,0,0,0
2013,2016,5.4,42,1,1,1,7,0.5,23.33333333333333,25,0,11,6,29,17,14,1.54,0,0,0,0,111,435,0.281,3,1,1,4,0,4,0,0,0,1,5,11,1,2,20,19,0.391,10.4,18.6,11.19,4.24,0.382,0.337,0.719,42,0,23.33333333333333,1,0,0,3,0,0.75,-0.027,0.0406091371,0.0983145003,0,71.33333333333333,0.0,8700,1990,4,16,27,0,0,0,1,0,0,0,0,0,0,0
2013,2019,3.86,6,0,1,0,0,0.0,4.666666666666667,3,0,2,0,6,2,2,1.07,0,0,0,0,19,81,0.176,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0.273,13.5,17.4,11.57,3.86,0.263,0.176,0.439,6,0,4.666666666666667,0,0,0,0,0,0.0,0.08,0.0123203285,0.187921895,0,106.33333333333331,0.0,9200,1990,4,16,30,0,0,0,1,0,0,0,0,0,0,0
1998,2005,9.0,8,0,0,0,1,0.0,2.0,6,0,2,0,2,4,2,4.0,0,0,0,0,14,69,0.5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0.6,8.6,34.5,9.0,9.0,0.571,0.5,1.071,8,0,2.0,0,0,1,0,0,1.0,-0.098,0.281588448,0.281588448,0,2.0,0.0,3800,1979,9,7,27,0,0,1,0,0,0,0,0,0,0,0
1998,2006,4.38,57,1,2,0,9,0.333,37.0,29,1,22,2,27,20,18,1.38,0,0,0,1,164,702,0.215,7,0,4,1,3,2,0,0,0,1,4,14,0,1,37,43,0.259,12.3,19.0,6.57,5.35,0.331,0.289,0.62,57,0,37.66666666666666,1,0,2,6,0,0.889,0.47,0.0415224913,0.323110939,0,39.0,0.0,4300,1979,9,7,28,0,0,1,0,0,0,0,0,0,0,0
1998,2007,6.1,22,0,1,0,2,0.0,10.333333333333334,17,3,8,0,5,7,7,2.42,0,0,0,0,54,211,0.378,3,0,1,0,0,1,0,0,0,0,3,4,0,1,11,12,0.378,9.6,20.4,4.35,6.97,0.472,0.644,1.116,22,0,10.333333333333334,0,0,2,3,1,1.0,-0.183,0.109445277,0.432556216,0,49.333333333333336,0.0,4000,1979,9,7,29,0,0,1,0,0,0,0,0,0,0,0
2013,2013,9.0,8,0,0,0,1,0.0,2.0,5,0,1,1,5,2,2,3.0,0,0,0,1,13,63,0.455,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0.833,7.9,31.5,22.5,4.5,0.538,0.636,1.174,8,0,2.0,0,0,0,0,0,0.0,0.018,0.024219591,0.024219591,0,2.0,0.0,2600,1990,11,4,24,0,0,0,1,0,0,0,0,0,0,0
2013,2014,8.1,6,0,0,0,0,0.0,3.333333333333333,4,0,4,0,4,4,3,2.4,0,0,0,0,19,73,0.267,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0.364,12.2,21.9,10.8,10.8,0.421,0.4,0.821,6,0,3.333333333333333,0,0,2,1,0,1.0,-0.015,0.0354285714,0.0596481624,0,5.333333333333333,0.0,3000,1990,11,4,25,0,0,0,0,0,0,0,0,1,0,0
2013,2019,17.18,3,0,0,0,0,0.0,3.6666666666666665,8,1,3,0,2,7,7,3.0,0,0,0,0,22,96,0.421,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0.438,32.0,26.2,4.91,7.36,0.5,0.632,1.132,3,0,3.6666666666666665,0,0,0,1,0,1.0,0.0,0.00342231348,0.00342231348,0,7.0,0.0,2900,1994,7,15,26,0,0,0,0,0,0,0,0,0,1,0
1998,2002,5.94,27,0,2,0,0,0.0,36.333333333333336,35,7,13,6,28,25,24,1.32,0,0,0,0,162,615,0.25,6,0,3,0,1,3,0,2,0,0,6,0,0,4,39,38,0.267,22.8,16.9,6.94,3.22,0.34,0.443,0.783,27,2,36.333333333333336,1,0,2,4,0,0.857,-0.036,0.0655737705,0.0655737705,0,36.333333333333336,0.0,2500,1979,7,13,24,0,0,1,0,0,0,0,0,0,0,0
1998,2003,5.57,46,0,5,0,3,0.0,82.33333333333333,96,11,46,3,51,58,51,1.72,0,0,1,0,387,1543,0.294,23,2,8,3,2,6,0,9,0,0,4,3,0,6,73,110,0.317,33.5,18.7,5.57,5.03,0.383,0.477,0.86,46,9,82.33333333333333,0,0,4,12,1,1.0,0.239,0.174603175,0.240176945,0,118.66666666666666,0.0,4200,1979,7,13,25,0,0,1,0,0,0,0,0,0,0,0
1998,2004,5.58,49,1,8,1,14,0.111,69.33333333333333,58,5,45,7,64,45,43,1.49,0,0,0,0,315,1287,0.227,17,1,4,3,2,9,0,2,0,1,5,16,0,1,60,77,0.279,26.3,18.6,8.31,5.84,0.354,0.359,0.713,49,2,69.0,0,1,6,14,0,1.0,0.674,0.127272727,0.367449672,0,188.0,0.0,4200,1979,7,13,26,0,0,1,0,0,0,0,0,0,0,0
1998,2005,5.4,4,0,0,0,0,0.0,5.0,9,0,3,0,2,3,3,2.4,0,0,0,0,26,93,0.409,2,0,0,1,0,1,0,0,0,0,0,0,0,1,7,5,0.429,23.3,18.6,3.6,5.4,0.462,0.5,0.962,4,0,5.0,0,0,0,0,0,0.0,0.041,0.0288808664,0.396330539,0,193.0,0.0,3800,1979,7,13,27,0,0,1,0,0,0,0,0,0,0,0
1998,2009,10.45,4,0,2,0,0,0.0,10.333333333333334,14,2,10,1,7,12,12,2.32,0,0,1,0,53,207,0.341,1,0,1,0,0,1,0,2,0,0,0,0,0,2,12,8,0.375,51.8,20.0,6.1,8.71,0.481,0.512,0.993,4,2,10.333333333333334,0,0,0,2,1,1.0,-0.27,0.0701513067,0.478592572,0,207.0,0.0,4000,1979,7,13,31,0,0,1,0,0,0,0,0,0,0,0
2018,2018,7.94,21,0,1,0,1,0.0,22.666666666666668,34,5,16,0,21,22,20,2.21,0,0,0,0,120,450,0.34,7,0,1,3,1,3,0,0,0,0,6,0,0,0,21,27,0.377,21.4,19.9,8.34,6.35,0.42,0.56,0.98,21,0,22.666666666666668,0,0,1,3,0,1.0,-0.339,0.0259067358,0.0259067358,0,22.666666666666668,0.0,2700,1991,9,1,28,0,0,0,0,0,0,0,0,1,0,0
2018,2019,4.18,7,3,1,0,0,0.75,28.0,27,2,9,4,17,13,13,1.29,0,0,2,0,122,452,0.252,5,0,0,2,0,2,0,6,3,0,1,0,0,2,30,35,0.278,64.6,16.1,5.46,2.89,0.328,0.355,0.683,7,6,28.0,0,0,1,2,0,1.0,0.37,0.0266940452,0.052600781,0,50.66666666666667,0.0,2700,1991,9,1,29,0,0,0,0,0,0,0,0,1,0,0
1998,2003,3.47,41,0,1,0,3,0.0,23.33333333333333,26,1,20,1,18,11,9,1.97,0,0,0,0,112,456,0.306,5,1,6,0,1,3,0,0,0,0,7,4,0,5,18,23,0.379,11.1,19.5,6.94,7.71,0.443,0.424,0.867,41,0,25.0,0,0,2,4,2,1.0,0.294,0.0476190476,0.0476190476,0,23.33333333333333,0.0,3000,1979,9,12,25,0,0,1,0,0,0,0,0,0,0,0
1998,2004,4.15,8,0,0,0,0,0.0,4.333333333333333,1,0,6,0,2,2,2,1.62,0,0,0,0,18,75,0.091,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,3,0.111,9.4,17.3,4.15,12.46,0.412,0.091,0.503,8,0,4.333333333333333,0,0,1,2,1,1.0,0.019,0.0,0.0476190476,0,27.66666666666666,0.0,3000,1979,9,12,26,0,0,1,0,0,0,0,0,0,0,0
2005,2006,8.59,17,0,0,0,0,0.0,7.333333333333333,10,0,8,1,7,8,7,2.45,0,0,0,1,41,187,0.323,1,1,0,1,0,1,0,0,0,0,2,2,0,0,9,6,0.4,11.0,25.5,8.59,9.82,0.463,0.419,0.882,17,0,8.666666666666666,0,0,1,2,0,1.0,-0.115,0.00346020761,0.00346020761,0,7.333333333333333,0.0,2000,1986,6,25,21,0,0,0,0,0,1,0,0,0,0,0
2005,2007,1.59,16,0,0,0,0,0.0,11.333333333333334,10,0,6,1,8,3,2,1.41,0,0,0,0,48,194,0.25,3,0,1,0,0,2,0,0,0,0,5,0,0,3,9,13,0.313,12.1,17.1,6.35,4.76,0.362,0.325,0.687,16,0,11.333333333333334,0,0,2,3,0,1.0,0.242,0.00449775112,0.00795795873,0,18.666666666666668,0.0,2100,1986,6,25,22,0,0,0,0,0,1,0,0,0,0,0
2005,2008,4.5,1,0,0,0,0,0.0,2.0,2,0,1,0,1,1,1,1.5,0,0,0,0,8,30,0.286,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0.333,30.0,15.0,4.5,4.5,0.375,0.286,0.661,1,0,2.0,0,0,0,0,0,0.0,0.026,0.0035746202,0.0115325789,0,20.666666666666668,0.0,2100,1986,6,25,23,0,0,0,0,0,1,0,0,0,0,0
2005,2009,8.1,1,0,0,0,0,0.0,3.333333333333333,6,1,2,0,1,3,3,2.4,0,0,0,0,18,62,0.4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,6,0.357,62.0,18.6,2.7,5.4,0.444,0.733,1.177,1,0,3.333333333333333,0,0,1,0,0,1.0,-0.039,0.00687757909,0.018410158,0,24.0,0.0,2400,1986,6,25,24,0,0,0,0,0,1,0,0,0,0,0
1996,2002,4.64,40,1,1,1,2,0.5,52.333333333333336,51,3,21,3,46,30,27,1.38,0,0,0,0,226,967,0.256,8,0,2,1,0,2,0,0,0,1,10,4,0,6,50,53,0.318,24.2,18.5,7.91,3.61,0.335,0.342,0.677,40,0,52.333333333333336,0,0,0,12,2,1.0,0.711,0.0163934426,0.0163934426,0,52.333333333333336,0.0,4800,1977,7,25,26,0,0,1,0,0,0,0,0,0,0,0
1996,2003,4.2,54,4,4,1,11,0.5,70.66666666666667,74,8,34,3,73,39,33,1.53,0,0,0,0,319,1374,0.274,8,3,9,3,2,3,0,0,0,4,10,12,0,4,52,74,0.344,25.4,19.4,9.3,4.33,0.358,0.415,0.773,54,0,70.66666666666667,1,0,1,9,0,0.909,1.165,0.0317460317,0.0481394743,0,123.0,0.0,6500,1977,7,25,27,0,0,1,0,0,0,0,0,0,0,0
1996,2004,1.04,6,0,1,1,0,0.0,8.666666666666666,5,1,1,0,5,2,1,0.69,0,0,0,0,32,110,0.161,1,0,0,0,0,0,0,0,0,0,5,1,0,0,6,15,0.16,18.3,12.7,5.19,1.04,0.188,0.29,0.478,6,0,8.666666666666666,0,0,0,0,0,0.0,0.258,0.0,0.0481394743,0,131.66666666666666,0.0,5200,1977,7,25,28,0,0,1,0,0,0,0,0,0,0,0
1996,2005,3.98,43,0,2,9,4,0.0,54.333333333333336,47,3,14,6,37,25,24,1.12,0,0,0,0,226,888,0.235,10,1,4,2,0,1,0,2,0,0,16,16,5,6,56,62,0.272,20.7,16.3,6.13,2.32,0.302,0.34,0.642,43,2,54.333333333333336,0,0,3,6,0,1.0,1.252,0.0216606498,0.0698001241,0,186.0,0.0,6300,1977,7,25,29,0,0,1,0,0,0,0,0,0,0,0
1996,2006,3.46,34,2,3,2,5,0.4,52.0,48,3,16,1,28,23,20,1.23,0,0,0,2,216,836,0.247,11,2,3,2,1,1,0,3,0,2,11,7,0,6,49,71,0.273,24.6,16.1,4.85,2.77,0.305,0.371,0.676,34,3,52.0,0,1,1,8,2,1.0,0.996,0.00865051903,0.0784506431,0,238.0,0.0,6800,1977,7,25,30,0,0,1,0,0,0,0,0,0,0,0
1996,2007,5.96,23,1,0,0,2,1.0,22.666666666666668,25,4,10,1,16,18,15,1.54,0,0,0,0,103,442,0.284,2,2,2,2,1,0,0,0,0,1,3,1,0,2,18,31,0.3,19.2,19.5,6.35,3.97,0.356,0.489,0.845,22,0,22.666666666666668,0,0,4,2,1,1.0,-0.177,0.0224887556,0.100939399,0,260.6666666666667,0.0,6300,1977,7,25,31,0,0,1,0,0,0,0,0,0,0,0
1996,2008,2.31,30,1,0,0,2,1.0,46.66666666666666,42,4,14,1,27,13,12,1.2,0,0,0,0,191,731,0.249,7,1,4,3,1,0,0,0,0,1,8,1,0,2,39,64,0.27,24.4,15.7,5.21,2.7,0.305,0.373,0.678,30,0,46.66666666666666,0,0,2,8,0,1.0,1.037,0.00536193029,0.106301329,0,307.33333333333337,0.0,6500,1977,7,25,32,0,0,1,0,0,0,0,0,0,0,0
